"username","rating","helpful","total","date","title","review"
"janmanuel2","5","896","1288","21 October 2018"," I liked it at first.
","I am between a 5 and a 6 on this. It was vastly overrated by the professional reviewers. I am sure their reviews were politically motivated. I loved the cast but I agree that characters were superficial and not defined as they should have been. I also feel more humor was needed in the movie. This can't compare to other Marvel movies. It's a one shot deal for us. We don't need to hear any more preaching."
"MR_Heraclius","7","87","121","21 February 2020"," Not the best ones of the Marvel package.... ! boring.
","'Black Panther' is a popcorn movie nothing more nothing less. Although It trys to grasp at the idea of western colonialism and racism, it only scratches the surface never really deciding were it stands. Although this has been championed as one of they greatest diverse films it is not and I would recommend you to check out '12 years a Slave' , 'Get Out' or 'Moonlight' who do a much better job than this meager attempt. The plot is by the numbers the direction is nothing special. Chadwick Boseman's acting is rather stilted and you can never attach to his character. Michael B Jordan is a one note villian who also struggles, phoning in a performance spouting monologues about messages that never really click. But where the movie really falls on its face is the third act which is cgi heavy and looks like its out of a video game. Black Panther by no means is terrible its below average and the concept of Wakanda is an excellent and well excuted idea. But this movie just needs to go that little bit deeper and seprate itself from the tired superhero formula."
"seanmartin-97794","3","2473","3912","18 February 2018"," Overrated and overhyped
","I went to see Black Panther along with my friends, and following the hype train we were excited to see it. However, following the showing we were all dissapointed by a mess of a movie with little plot and little thought which only served as a pit stop for infinity war.<br/><br/>The critics have vastly overrated this movie due to its groundbreaking cast, but the movie itself is not at all groundbreaking. Littered with all the boring Marvel clich̩s I have come to know and hate, such as their inability to kill off any hero's to add gravitas to their story, or the one dimensional villain who only exists for one movie so you know they will kill him off before the next, Black panther is also plagued by new problems no one but me seemed to notice. For example, the CGI was awful in the action scenes: whenever someone was even prodded, they would go flying across the screen in the most outlandish fashion, and the plot was torn straight out of the Lion King, as well as having the biggest waste of Martin Freeman since those Vodafone adverts.<br/><br/>Overall, I believe my dissapointment for this movie is fuelled by the marvel cinematic universe, as I feel sick of the movies they are pumping out like an industrial machine, as they all feel the same with little originality. I can only hope the bubble will burst sometime soon, and bring back true standalone movies which don't need a cinematic universe."
"csunBApianoMst3kSnailAntWearPink","6","9","10","7 July 2020"," Any contact with female is the dystopian road to babies guys.Be careful of the Subliminal man-woman msg and thank goodness for animal kingdom to annihilate the latter.
","Andrew Jackson 2ne greatest president(behind Lincoln)? only one to return banks from shadowy organizations to American hands? Mystery science theater 3000 new seasons released : Truly extraordinary my Moonrakers of this achievement of men.<br/><br/>If you like this superhero flick enjoy. All comedy is sucked away by 51% of the world's population whose goal is replication of humans, not creativity, want to disintegrate dreams of the 49% and are an enemy of all creative arts including animation. Need to be herded in correctional facilities to figure out how to deal with these actual walking viruses. Spy/secret agents need to reevaluate their focus and annihilate. Need to get torn up by animal kingdom. Movies with humans have the hero and girl trying to get with each other. They even include animals assuming human characteristics of that man-woman nonsense. Be careful of what gets brainwashed into your subconscious from this. Watch out for hole guys. The romance angle (romance(tm) is too much a term for this) is handled charmingly/cutesy but all of this is like aw man here we go with this stuff. I know this movie spiderman ffh is showing guidance to males how to deal with females. All imagination shown in this movie, creativity is the male ability, while females are replication of humans (aka babies) so both goals are contrasts with each other and know if you stick it in their hole your creativity goes swoosh disintegrates, you fall inline with patriarchy which is uncompromising. Replication is them celebrating the debauchery of humankind while creativity is trying to get closer to God (creating imaginative things.) Any contact with female is the road to babies guys. Even the cutesy way movie dalliances are portrayed. I cant provide all the know-how on the matter, what I can state here that someone else hasn't figured throughout the thousands of yrs of human knowledge. They want to grind up men but it is I who grind them into fine dust. Wear pink to take their power away? I get it's hormones, just j/o in toilet or napkin. Nintendo Mother/Earthbound textbook to be released wee- BApiano"
"Crim-","1","501","804","28 January 2019"," Utterly shambolic
","Having attempted to watch this once before and failed, I tried again due to its nod at the Oscars thinking maybe I hadn't given it a fair chance.<br/><br/>It really was a disappointment end to end, bar some of the visuals it was certainly one of the worst Marvel films I've seen, and I think it's fair to say none of which were Oscar worthy in the best picture category (other categories maybe). It's a big shame that other genuine brilliant movies would have missed out on their chance of an award due to this.<br/><br/>If it's taught me anything, it's that the Oscars are no longer relevant and should be ignored. Perhaps also many of the major film review sites as the ratings must be artificial, hopefully that gets exposed at some point as it would be questionable ethically if not also false advertising..."
"anthonycciancio","2","1418","2333","18 March 2018"," Disappointing
","This was supposed to be the newest and best Marvel movie. It was also supposed to be deeper than a super hero movie. Well, basically all they did was put African-Americans in the role of the main characters and followed the same exact formula of every other Marvel movie ever created. The action was mediocre at best. The villain was good, but at the point when he truly started to flesh out his character, I was bored and realized I was watching a movie. I literally said what was going to happen about 30 minutes before it happened. Now if you like super hero films, which I happen to not but if you do I am sure you will have fun and enjoy this film. But, in my opinion this movie had th intensity of a haircut and was a boring commercial to sell toys."
"c-murray631","1","1448","2423","15 February 2018"," Over-hyped - Not enough effort put into core aspects of a film
","With all the hype surrounding this movie (excellent trailers, Kendrick-curated soundtrack, all-African cast) I thought I was in for something special with Black Panther, as while they aren't remotely the highest quality movies, the Marvel cinematic universe movies are generally pretty entertaining. As it turns out I was wrong, Black Panther was extremely average, I have no idea what these critics/review bots are talking about when they say that it is the best Marvel movie and worthy of ""critical"" praise (as not just a super hero movie but as a movie in general.)<br/><br/>Things that I liked:
<ul><li>Effort put into aesthetic authenticity of the African elements of the movie - within the Marvel universe the look and feel of the movie was unique and you can tell care was taken in this regard.</li><li>Andy Serkis - My favorite character by far, was probably the only person who didnt seem like he was reading from a script sheet and got some genuine laughs out of me.</li></ul><br/><br/>Things that I didn't like:
<ul><li>The story was extremely predictable and to be honest I don't know if the most virtuous resolution was reached in the climax. Michael B Jordan's character had fairly reasonable intentions for wanting to kill the Black Panther and take his place in Wakanda as he had been abandoned, with seemingly no family, to live in the ghettos of Oakland. However, his whole plan to give advanced Wakandan weaponry to every African person in the world so they could kill and overthrow people in power who weren't African was extremely ""on-the-chin"" in terms of its narrative motivations within the current climate. It wasn't remotely clever or nuanced and really unbalanced his character, his motivations were understandable but his plan was moronic. Additionally, who didn't see Black Panther surviving his fall? Who didn't see the Gorilla tribe coming to the rescue at the end? The entire movie was so bland and predictable I wanted it to be over well before the end - I didn't even stay for the post credit scenes...</li><li>The acting was very wooden - Not a lot to say here really, some really poor line delivery from the cast across the board except for Andy Serkis. No one was particularly charismatic, the main character for instance was extremely boring.</li><li>The script was very robotic - This ties into the poor acting, but perhaps as a result of the script, some of the actors never really had a chance to bring their characters to life.</li><li>The characters - I have already addressed the mess that was Michael B Jordan's character Warmonger(?). Basically throughout the entire movie you never really learn anything or see anything of the Black Panther's character, he basically moves from one place to another showing no emotion and just either smashes things or asks people questions. Apparently the character is supposed to be very intelligent, while it was probably a narrative choice, the Black Panther in this movie seemed like an emotionless Jarhead whose only really characteristic was that he get nervous around his girlfriend... The women in this movie had a bit of attitude and charisma and shouldn't be blanketed down with the Black Panther and Warmonger as bad characters, but they didnt really get a chance to shine and really only contributed a few one liners and a bit of fighting.</li><li>The action - Shaky-cam rubbish, the action in the movie is terrible and not remotely on the level of the well-choreographed fighting in say Captain America Winter Soldier - please for the love of god show someone getting punched or kicked without having to cut the shot 5 times. There is an action sequence at the start which basically flagposted what the action was going to be like, it is shot at night and you basically cant see bloody anything...</li><li>The CGI - Honestly, the CGI in Black Panther felt extrmely overused and was surprisingly quite bad. It really took me out of some scenes because the environments and effects looked average (not quite Justice League bad but not far off). It is obvious in scenes in Wakanda, for instance, where the plains/mountains are in the background but they are clearly filming in front of a green screen. Some of the effects just looked silly and got laughs out of me and my party. I personally though the Rhinos were stupid...</li><li>The Soundtrack - After all the hype surrounding Kendrick Lamar curating a soundtrack for the movie, the tracks from that album barely feature at all. They faintly play from some cars and stuff here and there and a couple feature in some action scenes but I though we would be watching some decent action scenes with some bass heavy Kendrick blasting along to the fighting. Alas, no dice. The orchestral score is also quite average, coming in strong at weird moments and being quite out of place in certain places, there are a couple of moments where it seems like some sort of fairy, Harry Potter, Narnia music that just doesn't fit the scene.</li></ul><br/><br/>Overall I think this is probably one of the weaker Marvel movies, avoiding honest criticism because of the hype surrounding it. The basic components of the film are all poor-average, with the only real 5+/10 aspect being the aesthetics of Wakanda and its people. Like I said above, I wanted to leave well before it was over because I knew the action was probably not going to improve from nauseating shaky-cam and I knew how it was all going to play out."
"smarliechen","1","223","359","10 May 2019"," Can't believe how boring it is.
","I enjoy all the other Marvel movies I've seen, so I expected this to be the same. Quite the opposite, I feel bored to death.
The first 25 mins probably can be done for less than half of the time. I spaced out constantly and when going back to it I realized I almost didn't miss anything.
So many redundant trash talk, taunting and declaration... On the half way it's already drained all my patience.
Such a bad one."
"peteski53-987-645179","1","326","543","26 January 2019"," Way, Way Over Hyped
","Story was underwhelming at best. Felt really boring and not very creative. Dialects were extremely hard to understand...film actually needed english subtitles, which would have been ridiculous.
This just goes to show what a joke the members voting on films for the Oscars are. I would like my 2+ hours wasted back from watching this in the theater, I couldn't wait for the movie to be over with....it's a rental at best and should never be a best picture nominee."
"danielbastone","2","1034","1788","13 April 2018"," Disappointed, Over Rated, Didn't like it
","People made this film up to be the best marvel film of all time, some of the cgi in this film was ATROCIOUS, sound track was mixed and horrible, and the concept of the film was over all stupid.<br/><br/>""so like we have this resource called vibranium, it never runs out and it fuels our entire society""<br/><br/>it wasn't worth going to the theater to see african tribal people spear fighting over popcorn. The only reason it has 2 stars is because it had a connection to the rest of the marvel universe which is well established, and filmography wasn't bad. but of course filmography is good, its a MARVEL movie"
