"username","rating","helpful","total","date","title","review"
"destinychronicles","9","71","94","18 June 2016"," Great movie if you love Lonely Island!
","If you understand Lonely Island you will love this movie. It may not be for everyone, however I thoroughly enjoyed the movie. If you don't know what Lonely Island is google them and watch them on youtube. This movie perfectly set the stage for a world were the lonely island crew had massive fans, but in reality their fanbase is rather small.<br/><br/>Still the movie has massive laughs, the references are on point, and some of the songs are actually pretty good parodies of other genres.<br/><br/>I give the movie a solid 9 out of 10. If I wasn't a Lonely Island fan I would still give it at least a solid 7. It's entertaining and fun, and a nice divergence from the Super Hero dominated world we have today."
"coreyjdenford","8","39","50","25 August 2016"," He just never stopped
","This is my review of Popstar Never Stop Never Stopping (spoiler free)<br/><br/>**** (4/5)<br/><br/>Cast: Andy Samberg, Jorma Taccone, Akiva Schaffer, Sarah Silverman, Tim Meadows<br/><br/>Plot: The life of superstar musician Conner4Real (Samberg) appears to be a charmed one, filled with groupies, screaming crowds and sacks of cash. But trouble is on the horizon in the form of a scheming rapper (Chris Redd), a disastrous merchandise deal and a swarm of killer bees.<br/><br/>The spirit of This is Spinal Tap looms large over the latest comedy from the Lonely Island Crew. Like Rob Reiner's masterpiece, it's a mockumentary and a fun one at that with laughs coming out of the whazoo. It follows three likable idiots as they navigate the choppy waters of the music biz. There is even an update of Tap's 'Sh*t Sandwich' scene, as Conner4Real (Andy Samberg in possibly his funniest role ever) checks out reviews of his new album: rather than showing a star rating, Rolling Stone awards it the poop emoticon. Happily, rather than coming off as a pale imitation, Popstar: Never Sop Never Stopping squeezes laughs out of its tale like juice from a plum. However if the music industry was silly in the 1980s this certainly shows how silly it was but it's even daft now, and Andy Samberg, Jorma Taccone and Akiva Schaffer gleefully go to town sending up its absurdities. Conner4Real is an ear studded jackass, whose humongous entourage includes an eyebrow specialist, a scarf caddy (that's a real thing) and a guy who punches him in the nuts to remind where he came from. <br/><br/>Weirdly he has an army of personalized holograms that caper around the stage. Conner is a narcissist who uploads daily videos to Youtube, and who his best friend Owen (Taccone) to wear a deadmau5-like helmet that emits a terrifying light beacon and makes an ominous sound that is likely to deafen anybody that passes by. However Conner, is an attention seeker and there is nothing that he won't do to get attention – a trait that is consistently hilarious – and, given Miley's twerking and Kanye's tweet-based rants, it is all too plausible today. Hot Rod, which is the Lonely Island's film about a wannabe Evel Knievel, was at times hysterical, but lumbered with a weak narrative that really let it down. Popstar's set-up is simpler and more effective and won't fail to make you laugh. It turns out Conner4Real used to be just Conner, a decent guy who formed a boy band with Owen and his other buddy Lawrence (Schaffer) just because he wanted to see what it was like to be famous. When he got a taste for fame, he became a monster: Owen became his Dj-slave and Lawrence retired to a farm to whittle woodcarvings but unfortunately he hates that job but anything to get away from the monster. <br/><br/>The story, as Owen attempts to reunite The Style Boyz which was the name of Conner's boy band, hat bit is surprisingly engaging. What they have added to the film are the inspired cameos peppered throughout the film mainly from the worlds of music (Arcade Fire, Justin Timberlake, Seal) and comedy (Will Forte, Bill Hader oddly with very long hair), and finally both (Weird Al Yankovic). On a weird note there is also a penis, which if reports are to be believed, belongs to an A-list director. This is Spinal Tap, of course was pinned around several gloriously bad songs, but they were enjoyable much like this the music is stupid but it's enjoyable even if some of it is offensive. But This is Spinal Tap lampooned around different genres of music. And Lonely Island certainly know their stuff because they know their way around a big juicy hook, which is what a song needs as anyone who has watched their Saturday Night Live videos can attest. Highlights here include Finest Girl, a sex jam with relentless references to the assassination of Osama Bin Laden, and Equal Rights, a paean to gay marriage filled with assurances that the singer is heterosexual. The tunes in this movie are whip-smart, quick-witted and stupendously dumb but that's a good because the hook makes them catchy that you'll be singing the hits well after the credits roll. <br/><br/>In conclusion this is a quick-witted and well written comedy that will make you laugh out loud and even produce tears from your eyes. This is certainly a Lonely Island movie and probably one of the best of their movies it's completely relentless even the greatest comedy kings and queens will love it. <br/><br/>Verdict: An absolute blast, with a frenetic strike-rate and songs that will worm their way into your ears for days. Like Conner, this comedy's for real. <br/><br/>8/10 incredibly funny"
"mjatchey","Null","6","6","21 November 2019"," Peak Andy
","Ridiculously underrated. Despite not doing good box office numbers, it remains a hilarious movie"
"matthewssilverhammer","8","59","86","10 June 2016"," Made My Face Hurt
","The excessive world of modern pop is so soulless and pretentious, it's ripe picking for drama. The mental breakings of stars like Mariah Carey, Britney Spears, Michael Jackson and others show an inherent flaw in how human beings are turned into oblivious money-making commodities, and then unceremoniously spit-out when their glimmer dies. Popstar, the brain child of the YouTube-turned-SNL stars The Lonely Island, touches on these things enough, but mostly it's just fantastic jokes. A timely and lightning-fast musical mockumentary, I could barely catch my breath from laughing. The story works as a parallel to the careers of the three Lonely Island guys themselves. Conner4Real (Samberg) is an international popstar who has grown beyond the popularity of his two Style Boyz partners (Taccone, Schaffer). While it uses that parallel effectively, it never becomes overbearing. Instead what shines are the original songs, a staple of these guys past endeavors, including their groundbreaking ""SNL Digital Shorts"" segments. Each one is an instant classic (i.e. ""I'm So Humble"", ""Things in My Jeep""), played ridiculously as if they have influenced real musicians, many of whom make hilarious cameos. For those of you old enough to remember the comedy classic ""Spinal Tap"", this format may seem somewhat familiar. However, a distractingly blatant rip-off this is not. It uses its 30-year separation as a way to point out the modern massive difference between actual artistic influence and silly cultural nostalgia that permeates the musical landscape. And while it doesn't quite reach Spinal-Tap-heights of greatness, if you're looking for a perfect friends-night-out, this is a comedy you will be happy to visit and revisit over and again."
"tvoth88","10","55","81","19 June 2016"," Excellent Satire
","Great movie!! I absolutely love the way its a documentary with such famous musicians and rappers adding to the satire. The story is so true and attacks the song writing skills of today's music. If you have a good beat, throw in a bunch of catch phrases with a cool voice, add another famous singer to back up with a couple of lines and you got a new hip hop/rap song. I was completely entertained and recommend this movie for anyone to sit back and enjoy great comedy. Love the fact JT dominates the nerd entourage cook and has the ability to be humble and have fun with this movie. The swearing can be a little intense but the movie stays true to the creators. Hope everyone else enjoys as much as my laughter filled evening."
"esgaril","9","39","56","23 June 2016"," Great movie about a lovable idiot and his friends
","Let me start with this: the movie is NOT, nor was it ever intended to be an SLN skit. I've seen a lot of reviews around the net comparing it to their digital shorts, but it's a huge mistake and if you went to the cinema expecting an extended digital short, you have only yourself to blame for the disappointment. Another type of complaint is that it's not critical enough of the pop industry, but it's also a false expectation, it was never intended to do that. If you know The Lonely Island even a little bit, you have to know that they are true fans of the music industry in general and they don't drag people. Hell, Andy didn't do it when he was supposed to, just watch his roast of James Franco. He said he wasn't comfortable with insulting people and Akiva and Jorma share this sentiment. As Kiv said in an interview: they don't throw shade, they throw sunshine. <br/><br/>So now that I cleared up that what this movie isn't, let's see what it is. It's a fake pop documentary about popstar Conner4Real, played by Andy Samberg. It's fake in the sense that obviously Conner is not a real person and the shenanigans he gets into are over the top TLI style, but other than that it's an actual documentary with famous people commenting on the events every so often. I don't want to spoil anything so I'm gonna be vague: the boys make fun of the ridiculous situations and circumstances that goes with being someone in the center of a lot of people's attention, they point out the absurdity in the popstar lifestyle, but that's only the comedy aspect of the movie. Underneath that, this movie is about a lovable, sometimes childishly oblivious and out of thouch with reality kinda guy, who never had a normal life, so he doesn't know how to deal with it when things don't go his way and we follow his journey to learn and grow as a person. Conner may be a fictional character, but he's not a caricature, neither is anyone else in the movie. The characters might be a bit over the top sometimes which provides the comedy elements in the movie, but the friendship between Conner (Andy), Owen (Jorma) and Lawrence (Akiva) is real and touching and THAT's what this movie is about. While obviously it's a comedy, there are a few real, emotional moments in there that made me tear up. I won't tell about the story more, but I have to mention the music briefly: the songs are amazing (though I'm not a big fan of Hunter's bits) and Conner performing ""Finest girl"" on stage is just hot damn!<br/><br/>In conclusion: I really liked the movie, I think the boys have every right to be proud of it, and if you don't go into this with false expectations you'll enjoy it very much too! Mark my words: it's gonna be cult classic!"
"Red_Identity","Null","23","32","3 July 2016"," Very entertaining
","For a satire like this to work, it needs to have its heart in the right place. I was hesitant when watching the trailers, but fortunately the film doesn't lose track of the bigger humanization with these characters and it wears its heart on its sleeve. But perhaps that's also why it didn't go as far as it could have gone, and when all is said and done, perhaps plays things a little too safely. Still, it's vastly entertaining and the performances are aces. Andy Samberg excels at the comedy but also on making the lead a very likable protagonist, no mater his flaws. It's very easy to root for him. As a whole, definitely go seek this out and recommend it to your friends. Very underrated film that deserved to be bigger."
"FlashCallahan","9","20","28","23 June 2016"," That's a third of the way to Mars......
","Same erg is one of those actors whom is relatively unknown here in the UK. And to be honest, the most famous thing he's probably famous for on the shores of the UK is the Sandler Movie That's my Boy.<br/><br/>But if you go a little deeper into his body of work, his movies are consistently funny, full of pop culture references, and with Schaffer at the helm, we not only have a wonderful satire on the state of celebrity with cameos from a plethora of stars whom are not ashamed to be self deprecating, we also have one of the funniest films of the year.<br/><br/>But the most ingenious thing about the movie is that you can't point the finger to which celebrity the writers are parodying. <br/><br/>One would instantly say Bieber, given the title. But Connor4Real isn't really a hateful character, in fact, he's just a product of the system, and has been spoon fed everything he has been given since his fame.<br/><br/>But when his second album fails, the cracks begin to show for him, so he becomes desperate to save his popularity, and goes to the extreme to do so.<br/><br/>It all sounds very much like Get Him To The Greek, and while movie too is funny, and from the house of Apatow also, Popstar just has that left-field wit about it.<br/><br/>For example, the equal rights song is funny anyway, with Connor stating every second that he is straight, but then it goes over the top in the right way, showing a copy of Predator, and him randomly saying Hot Wings, to not let his millions of adoring fans that he is a full blooded male.<br/><br/>And every celebrity cliché is thrown into the mix. From stupid product decisions, to relationships for the sake of status, rather than love. It sounds pretty perfunctory stuff, but it's handled in a way that doesn't treat the audience as they would need a joke explaining to them, the writers treat them with a bit of intelligence.<br/><br/>And this is from a movie where Seal gets not only attacked by wolves, but states that he's been in that situation before.<br/><br/>The references come thick and fast, and in my opinion the Tony? Scene is one of the funniest scenes of the year.<br/><br/>Like most comedies that are original and fire all cannons to begin with, it runs out of steam before the end, but then they have a secret weapon up, their sleeves......<br/><br/>Michael Bolton.<br/><br/>Highly original, consistently funny, but treating the audience in a way that most comedies don't do these days (Dirty Grandpa, Bad Neighbours 2), Popstar: NSNS is as stupid as it is brilliant.<br/><br/>Well worth seeing"
"tjgoalie13","8","29","43","8 June 2016"," A Little Formulaic, But Admittedly Funny.
","Popstar: Never Stop Never Stopping never looked all that appealing to me, but I must say it was surprisingly better than I expected. Seeing the trailers I thought the film was another in a wave of ultra dumb comedies, but up front, it's really not. Popstar is a little formulaic, but is admittedly funny, and finds a way to even be witty. Even more impressive, although not all that surprising is that some of the songs in this movie are actually pretty catchy, albeit mock-ups.<br/><br/>For those who love This is Spinal Tap and other films of that nature, this film is a little derivative. That being said, it's not as if this is just a rehash of other better films, that entire genre does require modernizations every few years. Because this film is spoofing not only the musicians of today, but everybody in the entertainment world. That being said this film does list as another Judd Apatow film and does have some formulaic moments that appear in all of his films.<br/><br/>The most notable ""Appatowism"" in this film is the overdone comedy trope of today, where the film lingers on jokes far longer than they should, under the illusion that lingering over a joke makes it funnier. It's kinda like when a goofy kid makes a great joke everybody laughs, and then the kid gets confident and keeps pushing the joke until everybody around is just wishing he'd shut up and go away. That being said, the film doesn't live off the annoying lingering joke, and succeeds at being genuinely funny, all the time. It's not the funniest movie this year, and it may not even be hilarious, but the film is consistently littered with raunchy funny jokes, that often deliver.<br/><br/>The film was marketed poorly, in my opinion, because it came across as an ultra dumb comedy, and in reality isn't half as dumb as it comes across as. The film occasionally wanders into the dumb comedy area, but often finds it's way back into the land of witty comedies, making it somewhat of a mixed bag. For instance, the songs are catchy, they are witty reflections of our pop stars, but they are also a little too on the nose, making them come across as a little dumb. That being said, underneath the thin exterior of a dumb comedy is a really witty reflection of our current music industry, and the pressures, idiocracy, immaturity, selfishness, and chaos commonly associated with it.<br/><br/>Popstar: Never Stop Never Stopping is filled with cameos from famous musicians and comedy actors, some of which even lend their singing talents to the musical pieces. At times it feels like the entire music industry is in this film, as they play along on a mockumentary making fun of them. However, the film is never really mean spirited, or all that damning it just grooves along, spoofing everybody from the musicians to the fans. For those who like the lonely island, you'll love this movie, and for those who are seeking a funny comedy, regardless of rating this is also a movie you'll love, but there should be a note, this movie really isn't for kids or the weak spined."
"fskea","7","4","4","1 August 2019"," Underrated film
","The songs in this film are hilarious and will get stuck in your head."
