"username","rating","helpful","total","date","title","review"
"ivo-cobra8","10","177","191","17 April 2017"," A classic masterpiece the original the only best my favorite time travel film of all time
","What can I say about this movie that was already said? It is my favorite time travel sci-fi, adventure epic comedy in the 80's and I love this movie to death! When I saw this movie I was thrown out by its theme. An excellent sci-fi, adventure epic, I LOVE the 80s. It's simple the greatest time travel movie ever happened in the history of world cinema. I love this movie to death, I love, LOVE, love it! <br/><br/>I firstly saw this movie in the early 90's as a kid on VHS tape and I was blow away by the action and the score and the title back to the future. This movie is one of the best masterpiece time travel epic adventure film. Michael J. Fox and Christopher Lloyd are fantastic at acting. Music theme score by Alan Silvestri is excellent I could listen to it whole day.<br/><br/>Back to the Future (1985) <br/><br/>From the Academy Award ""- winning team of Steven Spielberg"" and Robert Zemeckis** comes the hilariously groundbreaking adventure that thrilled critics and audiences alike - and sparked one of the most successful movie trilogy ever! Directed by Robert Zemeckis the movie begins with Marty McFly (Michael J. Fox) a teenager who has a really messed up family. His ultimate goal was to become a rock star which was heartened by his girl friend Jennifer Parker (Claudia Wells). But things went wrong when scientist Dr. Emmett Brown/Doc (Christopher Lloyd) wanted Marty's assistance for his new invention.<br/><br/>At that night Marty went to assist Doc's invention the Time traveling Car ""DeLorean"". Marty was told to record Doc's first time travel to the future. At that instant they were attacked by some Libyan terrorists who were cheated by Doc for Plutonium.<br/><br/>After killing Doc they turn towards to Marty and without any intention Marty enters the Time Traveling car. But it was previously set by Doc and when activated Marty gets transfer to 1955 from 1985.<br/><br/>What will he do next, will he can come back to the future, or will he stuck back in the past for his rest of the life. More than that will his time travel make serious effects on the future? Dealing with time travel and time paradox Steven Spielberg presents this amazing journey of Marty set up in the time of 80's and 50's. Scripted by Robert Zemeckis and Bob Gale for the story of Bob Gale himself, tells a science fiction adventure in a family oriented tone.<br/><br/>They really work hard to sculpt that sci-fi thread into a thrilling, culture clashed family movie. A good story with a great script. Also the soul of the movie was given by the legend Alan Silvestri. His composition was all memorable especially in the chasing and emotional scenes. Over the top the theme music, it was the most dazzling and recognizable themes in the movie history.<br/><br/>More than that the casting was simply brilliant, each and every actor is born to play their respected roles in this movie. Michael J. Fox was the only actor who can play the role of energetic Marty McFly, which was considered for numerous actors. Also Thomas F. Wilson was brilliant in his performance as the Bad boy Biff Tannen. Lea Thompson did a great work in portraying Lorraine Baines's two different life times, as a teenage girl and a matured mother. Well the extra talented Christopher Lloyd had almost ""chewed every scenes"" in the movie. Mr. Lloyd's versatile performance as the madman and genius scientist Dr. Emmett Brown is one of the great memorable roles in his carrier.<br/><br/>Last but not the least, it was Crispin Glover who steal the show as the nerdy teenager/father as George McFly. It was an interesting portrayal as a boy who was transformed to a man. Crispin Glover lived in that part. I don't know whether the movie would be a masterpiece without his unique performance. Above all I want to remember this as a romantic movie and it couldn't be made without the songs ""The Power of Love,"" and ""Earth Angel"".<br/><br/>The rating I am giving is 10/10 the original and the best one of all time. I love this film, it is my favorite time travel movie of all time and I love it to death! All in all it is the greatest sci-fi, romantic movie of all time. It is the part of the great Movie History, which consider itself as "" A Modern/Classic Masterpiece! """
"James-392","Null","237","262","8 February 2001"," You gotta come back with me...
","Back To The Future (1985) is my all time favourite movie. It's a thoroughly feel good film, accessible to all ages and enjoyable from the 1st to the 45th time of watching and never fails to bring a smile.  Humour for all ages and a kick-ass car to boot, what more could a young kid want? Or those young at heart?<br/><br/>From Marty's ""Johnny B Goode"" to Doc's classic ""Run For It Marty!"" You'll find that even though you know what's coming next, you'll still laugh. It is the ultimate feel good movie, the weed overcomes the bully, the dreamers wishes come true and all because a nosey old bird thrusts for a nickel ""Save The Clock Tower!""<br/><br/>It's popularity spawned 2 sequels and although it got decreasingly good in terms of quality as a film, Back To The Future remains the best film in my repetoire and a safe bet when you need to feel good.<br/><br/>It gets a solid 9 out of 10, comedy, fantasy, the gorgeous Lea Thompson, the insane but comic Doc and the typical teenager Marty make this film a must for all young at heart."
"Anonymous_Maxine","10","469","527","1 June 2000"," How could anything be more fun than this?
","Back To The Future is such an inventive and exciting piece of filmmaking that it is impossible to forget about it. The casting of every character involved was absolutely perfect, and the performances were spectacular. I first saw this film when I was six years old, and it is the only movie that I know of that I don't think I could ever get sick of.<br/><br/>
One of the best things about Back To The Future is that it really makes you think. You can have in-depth conversations about the plausibility of the story-line and spend hours discussing the film. The story is awesome, it is delivered cleverly and entertainingly, and the movie as a whole is just so much FUN that it can be forgiven whatever number of time-travel discrepancies that may be found in the plot. <br/><br/>I cannot recommend this movie enough. I have never found a movie other than this one that provides such a huge dose of great fun, and it has the desirable quality where you are able to see something new each time you see it. The only problem is that they stopped at part III."
"Chrysanthepop","Null","113","124","29 July 2008"," A Time -Travelling Classic
","Zemeckis's 'Back To The Future' trilogy has been a childhood favourite for a long time. Having revisited it today, brought me to a nostalgic state. The 80's saw a lot of excellent original fun 'young' films like 'Back To The Future' (of course), 'Better Off Dead', 'Heathers', 'The Breakfast Club' etc. What really made these films immensely enjoyable then, and classics today, is that they really reflected what it was like being a young person in the 80s. The movies themselves were well written, well executed, well acted and they cut straight to the point.<br/><br/>Back to 'Back To The Future'. This one is sheer fun, even today. There's an incredible energy about it but it still manages to stay an 'innocent' film. The music is very effective. It's slick and follows a steady pace. The special effects are decent. Though people might pick on the plausibility of the time travelling, I think this is really a very minor flaw because it is overall a well written movie and the point was to entertain. Yet, this is not to say that it's brainless entertainment. I think it cleverly brings forth some interesting themes and I liked how they funnily used some ideas of Oedipus Rex's story.<br/><br/>The acting is superb overall. Christopher Lloyd as the over-the-top mad scientist is a laugh riot. Michael J. Fox totally owns Marty McFly with his natural charisma, raw energy and brilliant dialogue delivery. Lea Thompson is cute and vivacious and Crispin Glover is good.<br/><br/>'Back To The Future' is one of the most enjoyable time-travelling classics. It's over 23 years old and it still hasn't gotten old. Sadly, they don't make it like this these days but then again we always can revisit them. That's why they're classics."
"ad-17","9","178","206","18 April 2000"," Let your imagination fly
","A funny sci-fi? Unusual but here it not only works but does so spectacularly. A whimsical but very clever time travel story that bedazzles you leaving you wanting more.<br/><br/>The charasmatic Michael J Fox plays a wonderful bumbling high schooler searching for love, a guitar gig and his existence which he himself threatens to erase.<br/><br/>Clever and humourous references litter this fun flick; references which are further improved upon in the sequels. Views of the same scenes from different angles, different perspectives and different timelines abound.<br/><br/>Fun for the entire family."
"mm-39","10","157","182","28 November 2004"," Great movie
","One of the last movies I went with sister to see back in 86. The film blew my mind. My friends never wanted to see this one. I was happy I went. Many year's latter, I bought ""Back to the Future"" at Mc Donalds for $2.99 or for some other low price with a meal. The film ages well, and I love it just the same. The director and screen writer mixes science fiction, humor, and action perfectly. A big component of the script is time line theory which drives the story. Marty has many problems to fix, and finds out more than anyone wants to know about their parents. Michael J Fox and Christopher Loyd were excellently casted. Marty and Doc what a chemistry. With the film series one see the many dualities with time travel, that become a constant with the movie. The town clock, being awoke in a strange place, and letters. Keep this in mind when watching the 2 other sequels. The theory that time repeats itself is evident. What a time machine, the Delorian adds to this movie. Worth watch over again. 10 out of 10! Thank you TBS for showing all 3 films."
"hannahsutcliffe","10","47","52","21 July 2015"," Absolute Classic
","As a child, I used to watch this movie religiously. I loved the chemistry between Doc Brown and Marty McFly, I loved the all too familiar soundtrack and the ridiculous way in which George McFly laughs. This movie has become such a nostalgic and feel-good film for me. I had the good fortunate to see all three 'Back to the Future' movies in cinema last year and it was such an experience to watch this timeless classic with people who enjoy this film as much as I do. Everyone has to see this film at least once in their life! Such an amazing, funny Sci-Fi from the 1980's. I just can't get enough of this movie - it will just never get old. Cannot recommend it enough!"
"george.schmidt","Null","77","94","27 February 2003"," Gotta get back in time! Get back Marty!
","BACK TO THE FUTURE (1985) **** Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover, Thomas F. Wilson, Marc McClure, Wendy Jo Sperber. This generation's ""It's a Wonderful Life""?  Think about it.  Very popular and very entertaining sci-fi comedy that made Fox a movie star after success with tv's ""Family Ties"", casting him, after Eric Stoltz was dropped, as Marty McFly who winds up in a nuclear-powered DeLorean time-machine and is sent back in time to 1955 by his quintessentially eccentric friend Dr. Emmet Brown (Lloyd doing a fine Art Carney).  There he meets up with his parents to be and realizes his chance encounters have changed his future and he must see history repeat itself or perish.  High-concept hilarity and some truly ingenious schematics thanks to screenwriter Bob Gale and director Bob Zemeckis.  Wondering what it would be like to never be born and/or what it would be like if things were different...see what I mean.  Oscar-nominated song ""The Power of Love"" by Huey Lewis (who has a fun cameo) fuels this dynamo gem of a film.  Classic."
"Big Movie Fan","Null","126","159","4 June 2002"," Time Travel Movies Are Always Brilliant
","Time travel movies never disappoint-that is because the concept of time travel is a very interesting one which most people must have thought about at one time or another. What would happen if you went back in time and an innocuous act changed the course of history for better or worse? It's something to think about.<br/><br/>I won't reveal any plot details for this movie because it will spoil it for those who haven't seen it. Let's just say that Michael J. Fox as Marty McFly ends up back in 1955 where a sequence of events inadvertently orchestrated by Marty threaten his very existence. He is aided by Doc Brown played brilliantly by Christopher Lloyd who tries to get him back to 1985 without causing any damage to the fabric of time.<br/><br/>The movie is great-and I feel it can be enjoyed by anyone regardless of their individual tastes in film genres. In fact, I find it hard to believe anyone could dislike a film like this. It has action, adventure, plenty of humour and some cool moments. All the actors involved in the movie play their parts great.<br/><br/>Anyone who watches this movie will love it."
"DMP-2","10","26","30","11 January 2007"," Best Part of a the Best Movie Ever
","When you talk about Back to the Future, you have to talk about the whole trilogy. Because Zemeckis and Gale didn't make sequels they extended the length of one film, which is very different than a sequel.<br/><br/>The ultimate film must allow the audience feel part of the film and relate to the characters. This film is the best because it takes a fantasy story and makes it adaptable to real-life. I don't know how soon anyone will be able to time-travel, but you can relate to Marty McFly's (Michael J. Fox) reaction to the change. Even if you're not a teenager you can believe it in someway. Back to the Future is the perfect and its been extended into a masterpiece with 2 sequels or extensions as I see it. Definitely a must see, if your pathetic enough not to have seen in at least the last 8 years.<br/><br/>Amazing story by Gale and Zemeckis. Great acting especially by Michael J. Fox, but also great work by Christopher Lloyd, Lea Thompson and Tom Wilson. Such an exciting an involved story."
