"username","rating","helpful","total","date","title","review"
"twf-37243","Null","459","483","29 January 2018"," One of the greatest human stories ever...
","From an anime nonetheless.<br/><br/>Much has been said about this great animation and most of it is true.
It is beautiful, tender, modern (watch the film and you will understand) and makes human love interesting again.<br/><br/>With that said, it is too bad that Hollywood has picked this up. Not that I will be watching that remake, but I cringe already at the thought of Hollywood hack and remake specialist giving this an American swirl. All the cliches of bad remaking and safe corporate changes will be applied. Aaaarrrggghh"
"bup-53144","9","440","468","5 November 2017"," A Beautiful Heartwarming Story - With A Social Conscience
","In a world dominated by stupid sequels, prequels and remakes it is film/anime like this that restores hope in today's entertainment.<br/><br/>Not only it is emotional and feels real, it delivers a relevant message. I love the imagination and palette but also appreciate that it aims to remind us of social issues that we should be paying attention to.<br/><br/>The only reason I don't give our heroes and their story a 10/10 is that I still feel a couple of Miyazaki movies (like Kiki, Chihiro and the racoon dogs) were just that much better and showed a little more imagination.<br/><br/>Whatever the case I live in fear of the Hollywood announced remake by Hollywood hack JJ Abrams who has never shown any talent or vision. As with others I will ignore and boycott that coming insult and always cherish kimi no na wa."
"JanePhilpot","Null","288","305","18 July 2018"," The Japanese Sure Know How To Unleash
","Beauty, Mystery and Creativity, don't they?<br/><br/>I am scared for the day Jar Jar Abrams and Kathleen Kennedy get hold of this and make the hero a Disney princess and bore all our pants off.<br/><br/>before Disney gives Kimi No Na Wa the Ghost In The Shell treatment get hold of this original and beautiful film. I guarantee you the girl is not Melissa McCarthy and doesn't have body issues."
"wgk-07214","Null","187","199","22 December 2018"," Worthy Of The Hype
","An orgasm for the mind and of course the eyes.This animation is an instant classic. I recommend watching it whether an adolescent or an adult...<br/><br/>By the way, Hollywood has commissioned Mr. Rip Off Jar Jar Abrams to remake it. OH HELL NO!!! BOYCOTT THAT!!!!!!!!!!"
"muknenesti","9","104","109","1 April 2019"," Unforgettable
","May I ask you a favor?<br/><br/>Please boycott the inevitable American remake. I know that Kimi No Na Wa made a lot of money so therefore I know automatically that the remake will come and it will be a Hollywood con job (think Ghost In The Shell SHUDDER).<br/><br/>Kimi No Na Wa to me is an extremely well written and well thought story with amazing visuals. The bond between the characters, even in animation was something else. It was beautiful.<br/><br/>The world does not need an American remake."
"qpv-70480","Null","294","317","27 May 2018"," Oh No!
","This anime is just superb. It is one of those moments when a rare absorbing story, beautiful locale and art come together. It deserves all the praise it is receiving.<br/><br/>With success comes cash hounds and mercenaries of course. Worst of them all is JJ Abrams from Hollywood. He has been given the task of remaking Kimi No Na Wa. OH NO! The feeling will disappear, the underlying sense of humanity will disappear, the story will be set in (I am guessing) Dallas Texas or some similar dump, the girl will be wearing long prairie skirt like a good Jewish girl and we will all ask why didn't Hollywood learn a lesson from the American remake of Ghost In The Shell which was a mess?<br/><br/>Sigh. It makes me depressed that money is so important in this world."
"johnnybianchino","10","292","317","8 February 2018"," Forget Disney! We have movies like Your Name.
","Your Name is just a good movie. This movie felt long, but not too long. All the way through, I was asking what would happen next. It was clever, emotional, and left me crying after the movie. The twist was done really well, and I almost wanted to pause the movie. Also, the animation is gorgeous. You get to see detailed images from many angles and perspectives, and there were hundreds of animators! The credits didn't start out with the cast like it usually would. The first thing you saw after a black screen was hundreds of names of animators and designers. I watched this movie again and I still felt my muscles ready to let tears out. I would not recommend this movie any less than the next guy, so what are you waiting for? Get a couple of friends and watch Your Name!"
"hyj-70105","Null","230","250","24 August 2018"," A Piece of Art
","But I really came here to ask fans of the story, the animation and the feeling to boycott Jar Jar Abrams' version. As we all know the Hollywood hack remaker was given a contract to make an 'American version' of Your Name.
Please boycott it. Do not watch it. Certainly do not pay to go to the theater to watch it. Send a message.<br/><br/>Kimi No Na Wa was emotional and entertaining and the legacy should be preserved."
"samvelted","10","96","104","25 September 2019"," Jar Jar ABrams Is Remaking This
","Buy two copies of this DVD but never ever even bother with the coming American remake.<br/><br/>Do you think the Hollywood system will allow a woman to be pretty and love her body and keep any fan service?
Not a chance.<br/><br/>Who needs remakes of perfection anyway?"
"jll-05735","8","312","351","17 November 2017"," A Good Anime That Is About To Be Ruined
","A good anime that has a message, interesting characters, authenticity despite retelling a niche sub-genre story. The work that has gone into and the originality are appreciated. What was less impressive was the stoic reactions and matter-of-fact behaviours. With that said this is quite an accomplishment and I know that with the announced Hollywood remake we the fans need to boycott the coming movie. Hollywood has to learn that their predatory attack on anything popular for their infamous remake series will not be tolerated. Look how they mocked Ghost In The Shell (rolling my eyes as I write)."
