"username","rating","helpful","total","date","title","review"
"classicalsteve","8","23","24","28 February 2010"," A Surprisingly Good Sports Film Lacking Most Cliché
","During the 2010 Winter Olympics, NBC broadcast a 30-minute documentary piece on the 1980 US Olympic ice hockey team. While I knew the story of how they beat the Soviets and won the Gold Medal (I had seen it live as a kid), I was expecting some clichéd rhetoric about the team and what they had done, akin to films like ""Knute Rockne, All American"" (1940) and ""Rocky"" (1976). I was pleasantly surprised to find that the story was anything but. The coach of that team, Herbert Brooks, was no hackneyed clone of a Knute Rockne or a Vince Limbardo. Instead he was a tight-fisted uncompromising hockey general who distanced himself from his players, more like a Bobby Knight than a Knute. This was not someone with whom teammates would feel comfortable having a beer. Instead, his inspiration to the players came from the other direction, by exposing their weaknesses and in some cases using unfairness and resentment as anchors from which to get the best out of his players. I decided that ""Miracle"" might be worth a look, especially as a prelude to the US vs Canada in the gold medal round of 2010 Olympic Hockey.<br/><br/>Kurt Russell portrays Herbert Brooks as a lean and mean hockey coach who leaves sentimentality at the front door of the ice hockey rink. From the get-go he informs his players he's not there to be their friend. His goal is to let loose their highest playing potential coupled with the best conditioning among the Olympic hockey players at all costs. At times, he seems to be driving the players too hard well-beyond their comfort zones. Much of the story is the unconventional training techniques he uses to prepare the players for the 1980 Winter Olympics. According to the film, Brooks is relatively new to these techniques which he adopted while studying USSR hockey. His plan is to use the Soviets' techniques against them in the Olympics, which is not just about strategy but also about extreme discipline and an uncompromising tough sensibility akin to the military. One character points out that everything Brooks does has a purpose behind it. <br/><br/>The only short-coming in the script may be the portrayal of Brooks' wife who finds her relationship with her husband compromised, at least according to the film. I wondered if it played out in real life as in the film or if it was fabricated by the screenwriters. Too many sports movies have this sort of relationship with the wife acting as the balance between the obsessive coach and the needs of his family. She's been through this before. Why did she marry him in the first place? To be a successful account?<br/><br/>Certainly, most Americans know the outcome of the story, although the sequence of the game between the US and the Soviets is riveting and plays out about as well as the fight between Rocky and Apollo Creed. However, the meat of the story is really about the relationship between Brooks and his players, and the coach's single-minded determination to create the best Olympic team possible. By putting a certain amount of anger and determination into their hearts and heads, Brooks brings out the best in them, much like a sergeant in boot camp. The speech before the Americans played the Soviets is one of the better scenes of its type, leaving behind the ""do it for the Gipper"" silliness that has become a sports cliché. The only moment which was lacking in the film was the speech before the very final game when the US played Finland after the Soviets. In that speech, apparently Brooks told his team that if they didn't win, they would go to their graves regretting the missed opportunity. I would have liked to have seen Russell give that speech as well. Apparently Herb Brooks died before the principal shooting of this film had ended, and the film is dedicated to him. Just about as fitting a tribute as a coach could ask for."
"TxMike","Null","43","48","1 November 2004"," It was winter of 1980, and I remember it well.
","'Miracles do happen', the announcer's original broadcast is heard during the scenes recreated for this movie, 'Miracle.' Anyone who remembers what happened during those Winter Olympics in 1980 will know what this movie is about, and how it ends. However, there can be no spoilers, because this is not a movie about a hockey game, or even the sport of hockey. Nor is it about the players. It is solely about the coach, Herb Brooks, who, with his unconventional style and wisdom about the game, took these young hockey players to a level no one thought possible. In the end it didn't really matter whether they won or lost the game against the Russian. What mattered was that each of the 20 players found out what was possible inside himself.<br/><br/>The movie begins with a montage of scenes from the period, the years, leading up to the selection of the Olympic hockey team in the summer of 1979. The cold war. The oil shortage and long gasoline lines. The disgraced President Nixon. The embattled President Carter. The Russians invading Afganistan. Then we see coach Brooks doing it his own way. A year and a half of scouting, one day of try-outs, to pick the 26 players which would eventually be cut to 20 for the competition. The DVD extras show us how much went into making the movie faithful, including a session with Brooks himself, who died in an accident right after filming was wrapped up. A very fine movie of a very inspirational journey."
"michael-hatch","7","20","22","30 March 2004"," Good movie
","I was wary at first of  Disney production of this film. I didn't want the cheesy Mighty Ducks type of sports movie, especially when dealing with the awesome task completed by these players. I thought the film makers did a nice job and the movie itself was quite entertaining. I think it exposes a whole generation to the 1980 U.S. hockey team and what they accomplished. Even though I am not a fan of Kurt Russell, I thought he was very good as Herb Brooks. He had the mannerisms and the voice down very well. Russell is a huge hockey fan himself so I know it was honor for him to play Brooks. For die hard hockey fans, this movie will entertain and it does not poison the game action or what it is really like to play hockey."
"j-lacerra","8","42","50","13 May 2005"," A Miracle for Disney
","Don't let the fact that this is a Disney movie deter you from watching a thoroughly enjoyable and adult-level sports movie for two-plus hours. Kurt Russell does an excellent job portraying coach Herb Brooks as a complex and sometimes ruthless and inscrutable leader. Very UN-Disney-like indeed. <br/><br/>I am not a hockey fan - in fact I dislike the game intensely - yet I enjoyed the well-crafted scenes of competitive team play. Knowing the outcome of the BIG GAME did not detract at all from the excitement and suspense surrounding it. Sort of like the suspense Ron Howard achieved in Apollo 13 (where we knew in advance the outcome, but were worried about and later relieved for our astronauts). <br/><br/>A must-see for sports fans and non-fans alike."
"redcrvette","Null","51","65","31 January 2004"," what I thought
","I am the child of two St. Paul east- siders.  My father has loved hockey for as long as he can remember.  My mom, well, she just likes sports in general. Hockey ruled my life from the very first moments.  First my father's practices and games, then my little brother, later on there were boyfriends, friends, high school, and college.  Now there is Gophers and Wild. I imagine that hockey will continue to define my life for a very long time.<br/><br/>That said, for Minnesota kids there are legends told to them from the beginning.  How Paul Bunyan shaped our lakes and rivers, and lived ""Up North"", and there is Herb Brooks.  Legends that define Minnesota heritage.<br/><br/>Herb Brooks was a man who shaped the way hockey is viewed in Minnesota.  A stand out at St. Paul Johnson High School, and at the U.  He went to coach his beloved Gophers and work with his idol John Mariucci.  Now the ice at Mariucci Arena (not 2 miles from where I sit now) bears tribute to Herby. His coaching techniques are still used and abused throughout the state.<br/><br/>Kurt Russell paid apt tribute to our late leader, and I am positive he would be impressed.  I was fortunate enough to get sneak-preview tickets to see Miracle, and I can honestly say I don't remember when I had such a good time at the movies.  I don't think I stopped smiling once.  Russell's accent was good throughout the movie, but on just a few lines I could have SWORN that he was a Minnesotan.  He elongated his vowels very well.<br/><br/>Eddie Cahill did a superb job as Jim Clark.  I wondered how exactly he would play someone so torn between immense sadness and undeniable pride. I was even more impressed with his hockey skills.  I hope that this helps the very yummy Mr. Cahill move from TV-boyfriend dujor (friends, Sex and the City) to a great movie actor.  As it is the only thing that disappointed me was that he was running around the Cities last summer, and I had no idea.<br/><br/>If you are still reading this it goes without saying that I think you should see this movie.  Sure you know how it ends, you've probably seen the game at least once on ESPN Classic even if you are old enough to remember it in the first place.  The portrayal of our country at such a dark time in the world's history is historically great.  Apt tribute is paid to Afghanistan (even if we are repeating the USSR's mistakes now), the Ayatollah, the oil embargo, and the general distrust in government.  The Miracle on Ice was a very bright spot in a very dark time, and Miracle does a wonderful job showing just that.  To those who say, who outside the US cares?  I say hockey fans care.  Sports fans care.  This is not just a hockey movie (though it is a great one); it is a movie about hard work and perseverance. Isn't that what America really stands for?<br/><br/>So, Bravo Disney.  I think Herby would have been pleased.  I know that I am."
"MLDinTN","Null","47","61","29 November 2004"," I don't like hockey, but this was a good movie
","I was too young to have known anything about this game when it was played in real life, but it was definitely more than a game. It concerned world politics and the cold war. The movie did a good job showing how seemingly impossible it seemed for the young American team to beat the best team in the world who had been playing together for 10 years. And Kurt Russell did a good job as the tough coach who was hard on the players to get the most out of them. I also liked the way the hockey games were filmed. I think hockey is the most boring sport and I don't know any of the rules, but the way it was filmed let the least knowlegdable person follow what was going on.<br/><br/>FINAL VERDICT: If you like sports movies, then don't miss this one."
"garysjwa","Null","33","42","17 September 2004"," 8/10 movie about a 10/10 accomplishment
","It's hard to recreate the magic of a once-in-a-lifetime event, but Miracle comes pretty close. <br/><br/>It succeeds in recapturing the spirit of the times, the personality of coach Herb Brooks, the tension of the game, and the exhilaration of Al Michaels' famous call as the clock went to 0:00. While there are plenty of minor things I could quibble about, Miracle's ability to recapture the spirit of the Soviet upset makes it a success. <br/><br/>A movie about this subject could easily have been a stinker, but Miracle isn't that at all. It's a great sports movie that suffers only in comparison to the real story. I gave it 8/10."
"canuckteach","9","6","6","16 June 2011"," Great job, Kurt et al
","Kurt Russell does a wonderful job of portraying Herb Brooks, an innovative hockey coach, and a hard-driving motivator of the young American team that competed at, and won, the 1980 Lake Placid Olympic hockey championship. Indeed, everyone is great, including the hockey players who learned to act to portray the famous group of college amateur players that Brooks pulled together to form a tight-knit and well-conditioned squad.<br/><br/>Camera work and re-creation of key plays is amazing -- maybe the best hockey footage ever shot (see the DVD special features). Also touching is the collage of tragic events involving the USA in the 60's and 70's, leading up to the Olympics. By the way: I found the (voiceover) speech we hear from 1980 by Jimmy Carter (""The USA has a crisis of confidence.."") as moving as MLK's famous ""I have a dream"" speech. It sets the stage nicely for the events that follow - we all need a dream from time to time, or maybe a Miracle.<br/><br/>And you don't feel sorry for the Russians, this the last vestige of an arrogant cold-war-produced hockey machine: seasoned veterans laying out college kids with nasty body-checks, or slashes (just in case you thought us Canucks had the patent rights to tough hockey). Good news, though: the USA was up to it, repaying hefty checks in spades.<br/><br/>Finally, there is is some insight into Brooks hockey ideas, years ahead of their time: carefully-rehearsed breakout plays, circle patterns of player movement, and short 40-50 second shifts to keep players fresh.<br/><br/>There is a nice up-to-dater on where the players were in 2006 when the film was made, but the NHL careers were overlooked - several of these guys went on to have stellar careers in professional hockey. The talent level was substantial.<br/><br/>Anyway-- good job all around."
"mercury4","10","6","6","6 March 2008"," Miracle Gets A Hat Trick
","Miracle is a Walt Disney movie about hockey. This sounds like Mighty Ducks, but believe me, it's not. Miracle stands on its own as a great movie. Disney has made true stories about sports in the past like Remember the Titans, and movies like that had the same Disney feel. Miracle is a movie for everyone to go see. It is a wonderful movie about a true game in history.<br/><br/>This movie tells the story of Herb Brooks. Brooks works endlessly studying films and picking players to represent the United States in the Olympics. He doesn't just see this as a job, but he sees it as a second chance. Brooks was on the 1960 Olympic hockey team, but just before they left to compete, Brooks was cut from the team. The team went on to win, but Herb Brooks wasn't there to get the gold. Now this is his chance to win. The movie starts with Brooks getting the job and from there we see his plan. Brooks tells his players from the start how he's not going to be their friend, but he's going to be their coach. When Brooks says something he means it. Brooks changes the way the Americans play and he teaches them the way their tough opponents play. Brooks plans to beat them at their own game. It seems impossible in the beginning for Brooks to get these young guys that have never played together, and teach them a whole new way to play. It also seems impossible for the USA team to defeat the Soviet Union. The Soviets seem like an unstoppable force that can't be beaten. When you see the Soviets in action it does look impossible, but this movie shows how nothing is impossible. Miracle really doesn't go into all of the players, except Jim Craig. Craig and his father are going through a tough time because of Mrs. Craig's death. You see Jim struggle and all you want throughout the movie is for him to win the big one for his family. Besides Jim Craig, you're never really introduced to the rest of the guys. The only one that you're with throughout the movie is Herb Brooks, well portrayed by Kurt Russell. You see what it's like to assemble a winning team. You also see Brooks getting so caught up in his work that he has no time for his family. All you want is for this guy to win.<br/><br/>This movie is more than just a sports movie. It is a movie that shows dreams can come true. You watch a team of young guys bond and become a family. You see these guys win from all of their hard work and determination. Their win at the time was a miracle and even today watching this movie you get the same great feeling that these guys did the impossible. This is a great sports movie and even if you don't like sports, it is still a great movie.<br/><br/>I highly recommend this movie to everyone. It is a movie that you should definitely see if you're down because it is a movie about hope. It is also about victory and when the movie is over it will have every red-blooded American cheering for the good old USA. This movie must have done something right because it had everyone get just as excited as they would have been years ago. When the USA team shoots that final goal to make the score 4 to 3 and the clock starts to wind down, you see everyone getting more and more excited. Finally when the clock runs out and you see that the USA has won, everyone is on their feet cheering. Then when the American flag is waved high in the air you hear the people in the theater cheering USA. Miracle made you feel as if you were back in time witnessing the real game. The movie lets you know what's going on at the time with clips from history and it is just amazing how a film can do this. Be sure not to miss this spectacular film. I guarantee you will not be disappointed. The movie is well written, well acted, and well filmed so Miracle gets a Hat Trick."
"cariart","Null","26","34","13 May 2004"," Russell Shines in Story of '80 Olympic Hockey Triumph...
","MIRACLE, the Disney retelling of the U.S. Hockey squad's astonishing Gold Medal performance at Lake Placid in 1980, is not a great film (a TV-movie from 1981, ""Miracle on Ice"", despite the bizarre casting of 69-year old Karl Malden as 43-year old coach Herb Brooks, is superior, although relying heavily on TV footage for game sequences), but it does offer Kurt Russell in one of the finest performances of his long career.<br/><br/>The 53-year old Russell, a life-long veteran of both TV and film (making his debut on a ""Sugarfoot"" TV episode, at age 6), has developed a reputation over the past two decades as a very competent, if not overpowering leading man, primarily in action films (ESCAPE FROM NEW YORK, TOMBSTONE, BREAKDOWN) and comedies (USED CARS, CAPTAIN RON, OVERBOARD). What is often forgotten, however, is that he has remarkable 'range' as an actor, with brilliant performances in the TV-movie ""Elvis"" (1979), the underrated SWING SHIFT (1984, where he met his long-time love, Goldie Hawn), and 2003's DARK BLUE (as a crooked cop searching for redemption during the bloody aftermath of the Rodney King riots in L.A.). As age has carved his features, Russell has lost the ""beach boy"" glamor that had often 'stereotyped' him in the past, and gives his 'Herb Brooks' a sense of credibility and pain that lifts his performance to Academy Award caliber.<br/><br/>Herb Brooks was a remarkable person, long before Lake Placid. Despite success in coaching a string of national champion college hockey teams, he had never recovered from being the last player 'cut' from the 1960 Gold Medal U.S. hockey squad, and from being a member of the '64 and '68 teams that were humiliated by the Soviets. Driven by a desire to beat the nearly invincible Russian squad, he realized that a group of college 'all-stars' would never possess the 'team' skills to get the job done. Ruthlessly, refusing the assistance of the U.S. Olympic Hockey Committee, he pieced together a squad of talented skaters, 'broke' them, then remolded them to fit his vision, working them unmercifully for over six months, while spouting Vince Lombardi-like platitudes. Despite his torturous regimen, just days before the Olympics, his team would be humiliated by the Soviets, 10-3, and no one gave his squad a chance for a medal.<br/><br/>But Brooks had faith, and a squad that was 'hungry'...<br/><br/>While the film suffers from a lack of depth in the portrayal of the players (by the way, they do all their own skating; TV footage is not used), MIRACLE's 'feel' of the decade is well-done, using montages and voice-overs to convey the American sense of helplessness in a decade of tragedies. The unexpected U.S. victory galvanized the nation (Al Michaels' stunned reaction, ""Do you believe in Miracles?"", has become a catch phrase for both the game, and the times), and actually contributed to turning the country around.<br/><br/>While the Academy Awards will probably ignore Kurt Russell's commanding performance (as the film was not a 'hit'), MIRACLE is still a film worth viewing, given our own troubled times. While the film may not be 'great', it's message of hope is certainly worthwhile!"
