"username","rating","helpful","total","date","title","review"
"latinome","5","9","12","17 May 2020"," Shoes?
","Maybe this is so trivial but wonder in the real situation people were wearing shoes and not think to go barefoot to avoid being heard by the terrorists. There was this scene when the guy ran across the lobby to the elevator and I'm sure one of the gunned man would hear him, he was very close. Well it's a movie based in true events so,were they really wearing shoes or shoes were added for dramatic effect?"
"kenyon_thomas","1","123","238","5 October 2019"," Hazard
","No fire alarms, no sprinkler system, avoid hotel and movie."
"paulwattriley","1","129","251","5 October 2019"," Hollywood version of what happened
","Totally fictionalised version of what really happened all for US viewers."
"alwaysrit","1","81","154","2 December 2019"," Meant just to promote Taj Hotel
","The unrealistic movie merely serves to promote Taj Hotel & prove that Taj Hotel staff can sacrifice their lives for the sake of their customers which is not in sync with the real incidents. Ridiculous distortion of reality."
"MR_Heraclius","10","58","108","10 February 2020"," Hotel Mumbai
","Movies like Hotel Mumbai always fascinate me because I always wonder how I would react if I was in the center of an attack. Would I keep my calm and help, or would I freak out and endanger everyone? This movie Directed by Anthony Maras, in his directorial debut, has a number of characters that grapple with that idea. Hotel Mumbai is a story about one of the locations that was attacked during the 2008 Mumbai Terrorist attacks. We learn the story of the heroic efforts of the staff of the Taj Hotel attempting to save almost 100 lives during the attack. The set up is simple, you have the calm before the storm, the attack, and the response by unassuming heroes. The execution of the direction of this movie is extremely high. The acting, the camera work, and the score were all top level and it really made this an extremely intense, but fulfilling movie. Stock Watch Stock Up - Dev Patel always is great in anything he is in: see Slumdog, or the Newsroom, or Lion. So it was no surprise to see him as the heart of this movie and carry a lot of the emotional weight of the story. He straddles the balance of helping all the victims, while simultaneously trying to make it home alive to his family. I hope he starts getting more mainstream roles because I think he is a star. He keeps his composure the entire time and keeps the audience calm in a way as well. It is really a fantastic role. Stock Neutral - Armie Hammer was as solid as he always is in his acting roles. However, he just did not have an insane amount to do in this one. Every scene he was in though was great and was brought more to life because of his presence. *A couple other tidbits - Why is Nazanin Boniadi not in more movies? She is always great in anything she is in so I hope to see her more often. - This movie is rated R for a reason, it is very intense and very graphic. Hard to watch at some points. - The villain in this was extremely creepy and has stuck with me for sure. This is a movie that is very hard to watch, but it is worth watching. These attacks were extremely disgusting acts, the acts of heroism however show the best in humanity. I am happy this movie exists and I just hope people can watch this and learn something about themselves from it"
"manuranjansingham","1","33","58","1 April 2020"," no any tribute to our brave soldiers like sandeep unikrishnan
","This movie is truly seems like movies but it titled as based on true events...."
"krunalbpatel-15005","1","80","154","8 December 2019"," Fictional/ marketting of Taj hotel
","Its completely fictional movie based on 26/11 terrorist attack. Its just one kind of marketing strategy for hotel Taj. There are so many different location in this event as well. If you really want to see attack based movie, i strongly recommend Attack of 26/11 movie directed by RGV."
"fahdbeyg","1","79","152","28 November 2019"," Long, boring and baseless!
","Not worth watching! The team made it over sensational and lots of stuff was just added to create/show drama."
"esteban_evanescence","1","126","251","22 September 2019"," Very slow
","A slow and boring film, pointless and long, I've heard from a friend that this was a good movie so I decided to give it a try, I found this film very boring"
"alveseliasanapaula","1","88","171","10 November 2019"," Non sense without discrimination
","Waist of time,
The movie is not only sorrounded by violence, moreover it shows the attack superficially, and finishes with the celebration of the re-opening party of the hotel...
It's a mad world, difficult to digest."
